"ID","np","place","feature","type","is_natural","indig_or_wstrn","is_oipn","for_apeople","is_transl","class","erasure","problem","derog"
1815,"Yellowstone","Isa Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1816,"Yellowstone","Kepler Cascades","Waterfall","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1817,"Yellowstone","Lake Butte Overlook","Point of Interest or geologic formation","Shape","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1818,"Yellowstone","Lake Village","Village","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1819,"Yellowstone","Lamar River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence"
1820,"Yellowstone","Lamar Valley","Valley","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence"
1821,"Yellowstone","Lava Creek","River","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1822,"Yellowstone","LeHardys Rapids","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1823,"Yellowstone","Lewis Falls","Waterfall","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1824,"Yellowstone","Lewis Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1825,"Yellowstone","Lewis River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1826,"Yellowstone","Little Firehole River","River","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1827,"Yellowstone","Little Quadrant Mountain","Mountain","Unknown","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1828,"Yellowstone","Lone Star Geyser","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1829,"Yellowstone","Lower Geyser Basin","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1830,"Yellowstone","Madison","Village","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence"
1831,"Yellowstone","Madison Plateau","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence"
1832,"Yellowstone","Madison River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence"
1833,"Yellowstone","Mallard Lake","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1834,"Yellowstone","Mammoth Hot Springs Terraces","Point of Interest or geologic formation","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1835,"Yellowstone","Mary Bay","Bay","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1836,"Yellowstone","Mary Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1837,"Yellowstone","McBride Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1838,"Yellowstone","Midway Geyser Basin","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1839,"Yellowstone","Miller Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1840,"Yellowstone","Mirror Plateau","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1841,"Yellowstone","Monument Geyser Basin","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1842,"Yellowstone","Moose Falls","Waterfall","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1843,"Yellowstone","Mount Doane","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence"
1844,"Yellowstone","Mount Everts","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1845,"Yellowstone","Mount Haynes","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1846,"Yellowstone","Mount Holmes","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1847,"Yellowstone","Mount Langford","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1848,"Yellowstone","Mount Norris","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1849,"Yellowstone","Mount Schurz","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1850,"Yellowstone","Mount Sheridan","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence"
1851,"Yellowstone","Mount Stevenson","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1852,"Yellowstone","Mount Washburn","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1853,"Yellowstone","Mountain Creek","River","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1854,"Yellowstone","Mud Lake Canoe Trail","Trail","Mineral","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1855,"Yellowstone","Mud Volcano","Point of Interest or geologic formation","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1856,"Yellowstone","Mystic Falls","Waterfall","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1857,"Yellowstone","National Park Mountain","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1858,"Yellowstone","Natural Bridge","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1859,"Yellowstone","Nez Perce Creek","River","Indigenous reference","Natural","Indigenous","no","yes",NA,"People","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence"
1860,"Yellowstone","Norris Geyser Basin","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1861,"Yellowstone","Nymph Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1862,"Yellowstone","Observation Peak","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1863,"Yellowstone","Obsidian Cliff","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1864,"Yellowstone","Old Faithful Geyser","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1865,"Yellowstone","Otter Creek","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1866,"Yellowstone","Ouzel Falls","Waterfall","Person","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1867,"Yellowstone","Overlook Mountain","Mountain","Shape","Natural","Western","NA - WPN","NA - WPN","No","Act","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1868,"Yellowstone","Panther Creek","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1869,"Yellowstone","Parker Peak","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence"
1870,"Yellowstone","Pebble Creek","River","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1871,"Yellowstone","Pebble Creek","Campground","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1872,"Yellowstone","Pelican Cone","Point of Interest or geologic formation","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1873,"Yellowstone","Pelican Creek","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1874,"Yellowstone","Phantom Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1875,"Yellowstone","Pitchstone Plateau","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1876,"Yellowstone","Pollux Peak","Point of Interest or geologic formation","Greek mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1877,"Yellowstone","Prospect Peak","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1878,"Yellowstone","Pyramid Peak","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1879,"Yellowstone","Quadrant Mountain","Mountain","Unknown","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1880,"Yellowstone","Ranger Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1881,"Yellowstone","Red Mountains","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1882,"Yellowstone","Reservation Peak","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1883,"Yellowstone","Riddle Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1884,"Yellowstone","Roaring Mountain","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1885,"Yellowstone","Roosevelt Lodge","Lodge","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence"
1886,"Yellowstone","Saddle Mountain","Mountain","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1887,"Yellowstone","Scaup Lake","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1888,"Yellowstone","Sedge Bay","Bay","Plant","Natural","Western","NA - WPN","NA - WPN","No","Plant","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1889,"Yellowstone","Sheepeater Cliff","Picnic area","Unknown","Human-constructed","Western","NA - WPN","NA - WPN","Translation","People","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","Potentially - no evidence but justification of potential to feel like a swear word"
1890,"Yellowstone","Shoshone Lake","Lake","Indigenous reference","Natural","Indigenous","no","yes",NA,"People","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence"
1891,"Yellowstone","Slough Creek","Campground","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1892,"Yellowstone","Snow Lodge","Lodge","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1893,"Yellowstone","South Arm","Lake","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1894,"Yellowstone","Southeast Arm","Lake","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1895,"Yellowstone","Specimen Creek","River","Other","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1896,"Yellowstone","Specimen Ridge","Mountain","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1897,"Yellowstone","Sportsman Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1898,"Yellowstone","Steamboat Point","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1899,"Yellowstone","Straight Creek","River","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1900,"Yellowstone","Sulphur Caldron","Point of Interest or geologic formation","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1901,"Yellowstone","Summit Lake","Lake","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1902,"Yellowstone","Swan Lake","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1903,"Yellowstone","Sylvan Lake","Lake","Unknown","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1904,"Yellowstone","Sylvan Pass","Point of Interest or geologic formation","Unknown","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1905,"Yellowstone","Table Mountain","Mountain","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1906,"Yellowstone","The Promontory","Mountain","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1907,"Yellowstone","The Thunderer","Mountain","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1908,"Yellowstone","The Trident","Range","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1909,"Yellowstone","Thorofare Ranger Station","Ranger Station","Unknown","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1910,"Yellowstone","Top Notch Peak","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1911,"Yellowstone","Tower Creek","River","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1912,"Yellowstone","Tower Fall","Waterfall","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1913,"Yellowstone","Tower-Roosevelt","Park region","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence"
1914,"Yellowstone","Trail Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1915,"Yellowstone","Trout Lake","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1916,"Yellowstone","Turbid Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1917,"Yellowstone","Turret Mountain","Mountain","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1918,"Yellowstone","Twin Lakes","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1919,"Yellowstone","Two Ocean Plateau","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1920,"Yellowstone","Two Ribbons","Trailhead","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1921,"Yellowstone","Uncle Tom's Point","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1922,"Yellowstone","Undine Falls","Waterfall","Unknown","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1923,"Yellowstone","Union Falls","Waterfall","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1924,"Yellowstone","Upper Geyser Basin","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1925,"Yellowstone","Virginia Cascade","Waterfall","Other","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1926,"Yellowstone","Wapiti Lake","Lake","Indigenous reference","Natural","Indigenous","unclear","no",NA,"Animal","No information","Western use of Indigenous name","No info - not likely, no evidence"
1927,"Yellowstone","Washburn Hot Springs Overlook","Point of Interest or geologic formation","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1928,"Yellowstone","Washburn Range","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1929,"Yellowstone","West Thumb","Village","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1930,"Yellowstone","West Thumb Geyser Basin","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1931,"Yellowstone","White Lake","Lake","Unknown","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1932,"Yellowstone","Winter Creek","River","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1933,"Yellowstone","Wolf Lake","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1934,"Yellowstone","Wraith Falls","Waterfall","Other","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1935,"Yellowstone","Yellowstone Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","Translation","Other","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1936,"Yellowstone","Yellowstone National Park","Park","Mineral","Human-constructed","Western","NA - WPN","NA - WPN","Translation","Object","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1937,"Yellowstone","Yellowstone River","River","Indigenous reference","Natural","Western","NA - WPN","NA - WPN","No","Object","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1938,"Yosemite","Alder Creek","River","Plant","Natural","Western","NA - WPN","NA - WPN","No","Plant","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1939,"Yosemite","Amelia Earhart Peak","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1940,"Yosemite","Arch Rock Entrance","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1941,"Yosemite","Aspen Valley","Valley","Plant","Natural","Western","NA - WPN","NA - WPN","No","Plant","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1942,"Yosemite","Babcock Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1943,"Yosemite","Bald Mountain","Mountain","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1944,"Yosemite","Benson Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1945,"Yosemite","Bernice Lake","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
